cuid	dstring	day_score	sum_score
7309	2016-08-05	5	5
7310	2016-08-04	13	13
7310	2016-08-05	0	13
7310	2016-08-07	0	13
7310	2016-08-08	23	36
7310	2016-08-10	5	41
7314	2016-08-03	26	26
7314	2016-08-04	5	31
7314	2016-08-05	5	36
7314	2016-08-08	5	41
7315	2016-08-04	5	5
7315	2016-08-09	5	10
7317	2016-08-07	0	0
7317	2016-08-08	0	0
7319	2016-08-10	107	107
7321	2016-08-03	40	40
7321	2016-08-05	10	50
7321	2016-08-06	22	72
7321	2016-08-08	45	117
7321	2016-08-09	9	126
7321	2016-08-10	10	136
7321	2016-08-11	4	140
7321	2016-08-14	5	145
7323	2016-08-06	0	0
7325	2016-08-03	3	3
7325	2016-08-06	0	3
7325	2016-08-08	15	18
7325	2016-08-13	5	23
7327	2016-08-03	10	10
7327	2016-08-06	3	13
7327	2016-08-08	10	23
7329	2016-08-04	0	0
7332	2016-08-03	4	4
7336	2016-08-11	0	0
7345	2016-08-04	5	5
7345	2016-08-05	8	13
7345	2016-08-08	13	26
7345	2016-08-13	5	31
7345	2016-08-14	0	31
7346	2016-08-08	5	5
7352	2016-08-06	15	15
7354	2016-08-06	5	5
7354	2016-08-08	5	10
7354	2016-08-09	5	15
7357	2016-08-09	5	5
7359	2016-08-09	0	0
7359	2016-08-10	4	4
7361	2016-08-06	5	5
7363	2016-08-04	0	0
7365	2016-08-10	58	58
7370	2016-08-05	7	7
7370	2016-08-07	5	12
7370	2016-08-08	20	32
7372	2016-08-07	0	0
7372	2016-08-09	0	0
7373	2016-08-08	5	5
7377	2016-08-06	1	1
7378	2016-08-06	5	5
7378	2016-08-07	5	10
7378	2016-08-08	10	20
7378	2016-08-09	0	20
7378	2016-08-11	5	25
7378	2016-08-12	0	25
7378	2016-08-13	0	25
7378	2016-08-14	10	35
7380	2016-08-12	2	2
7381	2016-08-06	5	5
7383	2016-08-14	0	0
7385	2016-08-06	5	5
7386	2016-08-06	10	10
7386	2016-08-07	5	15
7386	2016-08-08	17	32
7386	2016-08-10	10	42
7387	2016-08-07	0	0
7387	2016-08-08	0	0
7390	2016-08-06	0	0
7390	2016-08-13	5	5
7391	2016-08-06	10	10
7391	2016-08-07	13	23
7391	2016-08-08	0	23
7391	2016-08-10	8	31
7391	2016-08-12	5	36
7391	2016-08-13	10	46
7392	2016-08-11	5	5
7394	2016-08-06	5	5
7396	2016-08-14	0	0
7400	2016-08-09	0	0
7401	2016-08-09	5	5
7401	2016-08-11	5	10
7402	2016-08-08	5	5
7404	2016-08-07	0	0
7404	2016-08-08	5	5
7410	2016-08-10	4	4
7410	2016-08-12	5	9
7413	2016-08-11	24	24
7419	2016-08-07	19	19
7419	2016-08-08	13	32
7419	2016-08-09	5	37
7419	2016-08-10	15	52
7419	2016-08-12	15	67
7419	2016-08-13	5	72
7420	2016-08-07	15	15
7420	2016-08-08	5	20
7420	2016-08-10	5	25
7420	2016-08-12	10	35
7420	2016-08-14	0	35
7422	2016-08-07	5	5
7423	2016-08-07	10	10
7423	2016-08-08	5	15
7428	2016-08-09	5	5
7428	2016-08-10	5	10
7428	2016-08-12	5	15
7433	2016-08-08	0	0
7433	2016-08-10	5	5
7435	2016-08-08	45	45
7435	2016-08-09	0	45
7435	2016-08-10	31	76
7435	2016-08-11	10	86
7435	2016-08-12	6	92
7436	2016-08-08	10	10
7440	2016-08-08	5	5
7440	2016-08-11	5	10
7444	2016-08-14	10	10
7445	2016-08-08	15	15
7445	2016-08-09	0	15
7445	2016-08-10	18	33
7447	2016-08-08	0	0
7447	2016-08-14	0	0
7448	2016-08-08	5	5
7448	2016-08-12	5	10
7450	2016-08-12	20	20
7452	2016-08-13	23	23
7452	2016-08-14	28	51
7455	2016-08-10	8	8
7457	2016-08-10	0	0
7458	2016-08-10	5	5
7459	2016-08-10	5	5
7461	2016-08-10	0	0
7462	2016-08-11	15	15
7462	2016-08-12	13	28
7462	2016-08-13	5	33
7463	2016-08-12	0	0
7463	2016-08-13	0	0
7464	2016-08-10	5	5
7465	2016-08-11	5	5
7470	2016-08-10	11	11
7471	2016-08-13	5	5
7478	2016-08-10	5	5
7478	2016-08-12	0	5
7478	2016-08-13	6	11
7479	2016-08-10	5	5
7480	2016-08-10	20	20
7484	2016-08-11	5	5
7485	2016-08-10	5	5
7485	2016-08-11	0	5
7485	2016-08-12	0	5
7488	2016-08-14	10	10
7493	2016-08-11	5	5
7497	2016-08-12	5	5
7503	2016-08-12	0	0
7504	2016-08-12	5	5
7507	2016-08-12	5	5
7522	2016-08-12	5	5
7525	2016-08-12	0	0
7529	2016-08-12	19	19
7529	2016-08-13	5	24
7532	2016-08-12	0	0
7534	2016-08-12	0	0
7534	2016-08-13	5	5
7540	2016-08-12	0	0
7545	2016-08-13	3	3
7549	2016-08-14	0	0
7551	2016-08-12	0	0
7554	2016-08-13	5	5
7556	2016-08-13	9	9
7560	2016-08-12	0	0
7562	2016-08-13	5	5
7563	2016-08-14	5	5
7565	2016-08-14	0	0
7567	2016-08-13	0	0
7570	2016-08-13	5	5
7581	2016-08-14	0	0
7586	2016-08-14	11	11
7589	2016-08-14	30	30
7591	2016-08-14	5	5
7596	2016-08-14	12	12
