cuid	dstring	day_score	sum_score
3130	2016-08-01	40	288
3130	2016-08-03	5	293
3130	2016-08-05	5	298
3130	2016-08-06	0	298
3130	2016-08-08	30	328
3130	2016-08-09	5	333
3130	2016-08-10	4	337
3130	2016-08-11	0	337
3130	2016-08-12	0	337
3130	2016-08-13	4	341
3130	2016-08-14	5	346
3131	2016-07-17	4	1744
3131	2016-07-18	72	1816
3131	2016-07-19	10	1826
3131	2016-07-25	34	1860
3131	2016-07-26	0	1860
3131	2016-07-29	0	1860
3131	2016-07-30	5	1865
3131	2016-08-01	70	1935
3131	2016-08-05	5	1940
3131	2016-08-06	0	1940
3131	2016-08-08	49	1989
3131	2016-08-09	0	1989
3142	2016-07-16	0	373
3142	2016-07-18	10	383
3142	2016-07-25	5	388
3142	2016-08-01	5	393
3142	2016-08-05	0	393
3142	2016-08-08	0	393
3144	2016-07-14	5	3985
3144	2016-07-15	5	3990
3144	2016-07-16	8	3998
3144	2016-07-18	175	4173
3144	2016-07-23	15	4188
3144	2016-07-24	0	4188
3144	2016-07-25	167	4355
3144	2016-07-26	4	4359
3144	2016-07-28	3	4362
3144	2016-08-01	123	4485
3144	2016-08-08	100	4585
3145	2016-07-18	10	246
3145	2016-07-20	5	251
3145	2016-07-25	0	251
3145	2016-07-27	5	256
3145	2016-07-28	0	256
3145	2016-08-01	15	271
3145	2016-08-08	20	291
3156	2016-07-18	1	103
3156	2016-07-19	11	114
3156	2016-07-22	9	123
3156	2016-07-25	13	136
3156	2016-07-29	20	156
3156	2016-08-01	9	165
3156	2016-08-04	0	165
3156	2016-08-07	20	185
3156	2016-08-08	0	185
3156	2016-08-11	4	189
3167	2016-08-12	5	5
3168	2016-07-18	0	318
3168	2016-08-01	0	318
3168	2016-08-08	0	318
3169	2016-07-18	140	6159
3169	2016-07-25	128	6287
3169	2016-08-01	138	6425
3169	2016-08-08	135	6560
3169	2016-08-14	0	6560
3185	2016-07-18	0	682
3185	2016-07-25	10	692
3185	2016-08-01	0	692
3185	2016-08-08	5	697
3191	2016-07-17	0	130
3191	2016-07-19	5	135
3197	2016-07-25	20	124
3197	2016-08-01	15	139
3197	2016-08-08	14	153
3200	2016-07-24	5	270
3200	2016-07-25	10	280
3200	2016-07-30	5	285
3200	2016-08-01	5	290
3200	2016-08-08	10	300
3200	2016-08-09	4	304
3200	2016-08-12	0	304
3207	2016-07-14	5	150
3207	2016-07-18	5	155
3207	2016-07-21	5	160
3207	2016-07-27	5	165
3207	2016-07-28	10	175
3207	2016-07-29	5	180
3207	2016-07-30	1	181
3207	2016-08-01	0	181
3207	2016-08-08	0	181
3225	2016-07-18	5	918
3225	2016-07-25	5	923
3225	2016-08-01	5	928
3225	2016-08-08	5	933
3230	2016-07-18	5	436
3230	2016-07-25	0	436
3230	2016-08-01	0	436
3230	2016-08-08	0	436
3252	2016-07-14	18	80
3252	2016-07-15	5	85
3252	2016-07-16	0	85
3252	2016-07-18	0	85
3252	2016-08-04	0	85
3252	2016-08-05	5	90
3252	2016-08-08	0	90
3275	2016-07-31	5	271
3275	2016-08-01	5	276
3282	2016-07-18	0	25
3282	2016-07-25	0	25
3282	2016-08-01	0	25
3282	2016-08-08	0	25
3307	2016-07-16	5	89
3307	2016-07-18	5	94
3307	2016-07-23	5	99
3307	2016-07-24	5	104
3307	2016-07-25	5	109
3307	2016-07-31	5	114
3307	2016-08-01	10	124
3307	2016-08-08	0	124
3307	2016-08-09	5	129
3307	2016-08-12	10	139
3315	2016-07-18	5	225
3315	2016-07-25	5	230
3315	2016-08-01	5	235
3315	2016-08-05	5	240
3315	2016-08-08	10	250
3320	2016-07-30	0	181
3320	2016-08-02	14	195
3320	2016-08-08	5	200
3322	2016-07-18	0	803
3322	2016-07-24	0	803
3322	2016-07-25	13	816
3322	2016-07-31	3	819
3322	2016-08-01	19	838
3322	2016-08-06	4	842
3322	2016-08-08	35	877
3322	2016-08-14	3	880
3331	2016-07-18	0	125
3331	2016-07-25	0	125
3331	2016-08-01	0	125
3342	2016-07-18	5	395
3342	2016-07-25	5	400
3342	2016-08-01	5	405
3342	2016-08-08	5	410
3357	2016-07-18	30	351
3357	2016-07-25	35	386
3357	2016-08-01	25	411
3357	2016-08-08	24	435
3362	2016-07-14	5	542
3362	2016-07-15	1	543
3362	2016-07-16	10	553
3362	2016-07-18	60	613
3362	2016-07-21	5	618
3362	2016-07-23	0	618
3362	2016-07-25	80	698
3362	2016-07-28	5	703
3362	2016-07-30	0	703
3362	2016-08-01	55	758
3362	2016-08-03	0	758
3362	2016-08-04	0	758
3362	2016-08-08	15	773
3362	2016-08-09	0	773
3362	2016-08-10	0	773
3362	2016-08-11	5	778
3362	2016-08-12	5	783
3362	2016-08-13	5	788
3366	2016-07-17	9	1656
3366	2016-07-18	60	1716
3366	2016-07-20	5	1721
3366	2016-07-23	5	1726
3366	2016-07-25	55	1781
3366	2016-07-26	5	1786
3366	2016-08-01	53	1839
3366	2016-08-08	41	1880
3366	2016-08-12	10	1890
3366	2016-08-13	5	1895
3366	2016-08-14	5	1900
3375	2016-07-18	50	1210
3375	2016-07-21	0	1210
3375	2016-07-22	5	1215
3375	2016-07-23	10	1225
3375	2016-07-25	35	1260
3375	2016-07-26	5	1265
3375	2016-07-27	5	1270
3375	2016-07-30	0	1270
3375	2016-08-01	40	1310
3375	2016-08-03	5	1315
3375	2016-08-08	20	1335
3385	2016-07-18	0	443
3385	2016-07-25	0	443
3385	2016-08-01	0	443
3385	2016-08-07	1	444
3385	2016-08-08	0	444
3388	2016-07-18	5	320
3388	2016-07-25	5	325
3388	2016-08-08	15	340
3390	2016-07-14	5	80
3390	2016-07-18	10	90
3390	2016-07-19	0	90
3390	2016-07-25	5	95
3390	2016-07-30	5	100
3390	2016-08-01	0	100
3390	2016-08-04	5	105
3390	2016-08-05	1	106
3390	2016-08-08	0	106
3390	2016-08-10	4	110
3390	2016-08-12	0	110
3390	2016-08-13	6	116
3390	2016-08-14	5	121
3397	2016-07-18	15	1222
3397	2016-07-25	10	1232
3397	2016-08-01	20	1252
3397	2016-08-03	5	1257
3397	2016-08-08	10	1267
3400	2016-07-21	0	188
3400	2016-07-25	10	198
3400	2016-08-01	5	203
3404	2016-07-18	0	2922
3410	2016-07-18	0	63
3410	2016-07-25	0	63
3410	2016-08-01	0	63
3411	2016-07-18	10	185
3411	2016-07-25	10	195
3411	2016-08-01	5	200
3411	2016-08-08	5	205
3412	2016-07-24	0	463
3412	2016-08-03	9	472
3412	2016-08-09	5	477
3412	2016-08-10	0	477
3420	2016-07-26	0	75
3420	2016-08-01	0	75
3420	2016-08-07	5	80
3426	2016-07-15	0	37
3426	2016-07-18	0	37
3426	2016-07-25	5	42
3426	2016-08-01	0	42
3433	2016-07-18	0	58
3433	2016-07-25	0	58
3446	2016-07-18	25	481
3446	2016-07-25	10	491
3446	2016-08-01	20	511
3446	2016-08-08	10	521
3446	2016-08-10	0	521
3472	2016-07-18	35	498
3472	2016-07-25	35	533
3472	2016-08-01	5	538
3472	2016-08-07	0	538
3472	2016-08-08	25	563
3472	2016-08-10	5	568
3482	2016-07-18	0	25
3482	2016-07-25	0	25
3482	2016-08-01	0	25
3482	2016-08-08	0	25
3512	2016-07-14	3	1831
3512	2016-07-15	5	1836
3512	2016-07-16	5	1841
3512	2016-07-17	0	1841
3512	2016-07-18	24	1865
3512	2016-07-19	0	1865
3512	2016-07-20	5	1870
3512	2016-07-22	0	1870
3512	2016-07-23	5	1875
3512	2016-07-24	9	1884
3512	2016-07-25	29	1913
3512	2016-07-26	10	1923
3512	2016-08-01	47	1970
3512	2016-08-02	5	1975
3512	2016-08-04	0	1975
3512	2016-08-05	0	1975
3512	2016-08-06	5	1980
3512	2016-08-07	0	1980
3512	2016-08-08	50	2030
3512	2016-08-09	9	2039
3512	2016-08-10	5	2044
3512	2016-08-12	10	2054
3512	2016-08-13	0	2054
3512	2016-08-14	5	2059
3527	2016-07-14	3	63
3527	2016-07-23	5	68
3533	2016-07-22	3	308
3533	2016-07-24	0	308
3533	2016-07-25	2	310
3533	2016-07-27	5	315
3533	2016-08-06	0	315
3538	2016-07-18	0	10
3538	2016-07-25	0	10
3538	2016-08-01	0	10
3538	2016-08-08	0	10
3540	2016-07-18	15	295
3540	2016-07-25	4	299
3540	2016-08-01	10	309
3540	2016-08-08	10	319
3540	2016-08-11	0	319
3548	2016-08-08	5	44
3552	2016-07-25	5	368
3552	2016-08-01	10	378
3552	2016-08-08	10	388
3555	2016-07-18	30	503
3555	2016-07-25	45	548
3555	2016-08-01	25	573
3555	2016-08-08	40	613
3557	2016-07-17	5	394
3557	2016-07-18	25	419
3557	2016-07-25	15	434
3557	2016-08-01	5	439
3557	2016-08-08	10	449
3581	2016-07-18	10	185
3581	2016-07-25	5	190
3581	2016-07-31	6	196
3581	2016-08-01	15	211
3581	2016-08-08	15	226
3581	2016-08-12	5	231
3592	2016-07-18	15	222
3592	2016-07-23	0	222
3592	2016-07-25	5	227
3592	2016-07-31	5	232
3592	2016-08-01	5	237
3592	2016-08-02	0	237
3592	2016-08-05	5	242
3592	2016-08-06	5	247
3592	2016-08-08	19	266
3592	2016-08-10	10	276
3592	2016-08-11	5	281
3592	2016-08-13	0	281
3607	2016-07-18	10	310
3607	2016-07-25	15	325
3607	2016-08-01	10	335
3607	2016-08-08	20	355
3613	2016-07-18	5	197
3613	2016-07-25	5	202
3613	2016-08-08	10	212
3629	2016-07-18	20	791
3629	2016-07-25	20	811
3629	2016-08-01	22	833
3629	2016-08-08	15	848
3630	2016-07-15	0	926
3630	2016-07-18	28	954
3630	2016-07-25	11	965
3630	2016-08-01	18	983
3630	2016-08-08	19	1002
3630	2016-08-10	1	1003
3644	2016-07-18	10	318
3644	2016-07-25	5	323
3644	2016-08-01	5	328
3644	2016-08-08	5	333
3650	2016-07-18	69	3399
3650	2016-07-25	64	3463
3650	2016-07-29	0	3463
3650	2016-07-30	0	3463
3650	2016-08-01	105	3568
3650	2016-08-08	10	3578
3665	2016-07-21	5	463
3665	2016-07-25	14	477
3665	2016-08-01	10	487
3667	2016-07-18	15	180
3667	2016-07-25	20	200
3667	2016-08-01	25	225
3667	2016-08-08	30	255
3685	2016-07-14	0	2865
3685	2016-07-15	5	2870
3685	2016-07-16	0	2870
3685	2016-07-18	64	2934
3685	2016-07-19	14	2948
3685	2016-07-20	5	2953
3685	2016-07-23	5	2958
3685	2016-07-25	99	3057
3685	2016-08-01	84	3141
3685	2016-08-02	0	3141
3685	2016-08-08	85	3226
3685	2016-08-09	5	3231
3685	2016-08-10	0	3231
3685	2016-08-13	0	3231
3688	2016-07-16	0	516
3688	2016-07-18	25	541
3688	2016-07-20	0	541
3688	2016-07-25	10	551
3688	2016-07-29	5	556
3688	2016-08-01	18	574
3688	2016-08-03	5	579
3688	2016-08-08	33	612
3707	2016-08-04	15	337
3707	2016-08-05	0	337
3707	2016-08-07	15	352
3707	2016-08-08	5	357
3707	2016-08-14	4	361
3716	2016-07-15	5	30
3716	2016-07-18	0	30
3716	2016-07-19	5	35
3716	2016-07-23	5	40
3716	2016-07-25	5	45
3716	2016-08-01	20	65
3716	2016-08-07	5	70
3716	2016-08-12	0	70
3719	2016-07-22	0	44
3719	2016-07-23	10	54
3719	2016-07-25	5	59
3719	2016-07-26	5	64
3731	2016-07-14	5	741
3731	2016-07-18	38	779
3731	2016-07-25	48	827
3731	2016-08-02	5	832
3731	2016-08-08	21	853
3731	2016-08-13	5	858
3750	2016-07-18	0	35
3750	2016-07-25	0	35
3750	2016-08-01	0	35
3751	2016-07-14	0	164
3751	2016-07-18	0	164
3751	2016-07-23	0	164
3751	2016-07-25	0	164
3751	2016-07-30	5	169
3751	2016-08-05	5	174
3751	2016-08-10	5	179
3751	2016-08-12	5	184
3763	2016-07-16	0	289
3763	2016-07-18	10	299
3763	2016-08-01	5	304
3763	2016-08-08	5	309
3800	2016-07-18	5	122
3800	2016-07-25	5	127
3800	2016-07-29	0	127
3800	2016-08-01	5	132
3800	2016-08-08	0	132
3800	2016-08-11	1	133
3814	2016-07-22	5	267
3814	2016-07-23	5	272
3814	2016-07-25	15	287
3814	2016-08-01	15	302
3814	2016-08-03	5	307
3814	2016-08-08	15	322
3814	2016-08-09	5	327
3814	2016-08-12	10	337
3814	2016-08-14	5	342
3819	2016-07-18	0	194
3819	2016-07-25	0	194
3819	2016-08-01	0	194
3819	2016-08-08	0	194
3819	2016-08-13	5	199
3837	2016-07-18	5	315
3837	2016-07-25	5	320
3837	2016-08-01	10	330
3837	2016-08-02	5	335
3837	2016-08-05	5	340
3837	2016-08-06	5	345
3837	2016-08-07	0	345
3837	2016-08-08	10	355
3837	2016-08-09	5	360
3849	2016-07-18	5	218
3849	2016-07-25	5	223
3849	2016-08-01	5	228
3849	2016-08-08	5	233
3870	2016-07-18	0	129
3870	2016-07-25	0	129
3870	2016-08-01	0	129
3870	2016-08-08	0	129
3892	2016-07-18	10	571
3892	2016-07-25	5	576
3892	2016-07-30	5	581
3892	2016-08-01	10	591
3892	2016-08-03	5	596
3892	2016-08-04	5	601
3892	2016-08-05	0	601
3892	2016-08-08	17	618
3892	2016-08-09	5	623
3905	2016-07-18	10	225
3905	2016-07-20	5	230
3905	2016-07-25	0	230
3905	2016-07-27	2	232
3905	2016-08-01	10	242
3905	2016-08-04	5	247
3905	2016-08-08	15	262
3905	2016-08-11	0	262
3905	2016-08-14	0	262
3907	2016-07-24	1	470
3907	2016-07-25	0	470
3907	2016-07-28	5	475
3907	2016-08-01	5	480
3907	2016-08-08	0	480
3908	2016-07-14	0	1554
3908	2016-07-18	80	1634
3908	2016-07-21	0	1634
3908	2016-07-22	15	1649
3908	2016-07-25	29	1678
3908	2016-08-01	34	1712
3908	2016-08-02	0	1712
3908	2016-08-03	5	1717
3908	2016-08-04	0	1717
3908	2016-08-05	10	1727
3908	2016-08-07	5	1732
3908	2016-08-08	27	1759
3908	2016-08-09	0	1759
3908	2016-08-10	0	1759
3908	2016-08-13	4	1763
3917	2016-07-18	5	239
3917	2016-07-25	5	244
3917	2016-07-29	5	249
3917	2016-08-01	5	254
3917	2016-08-08	5	259
3919	2016-07-21	5	20
3925	2016-07-18	4	367
3925	2016-07-25	5	372
3925	2016-08-01	5	377
3925	2016-08-08	3	380
3951	2016-07-18	59	1737
3951	2016-07-24	5	1742
3951	2016-07-25	63	1805
3951	2016-07-30	5	1810
3951	2016-08-01	50	1860
3951	2016-08-08	49	1909
3951	2016-08-10	29	1938
3953	2016-07-17	0	789
3953	2016-07-18	29	818
3953	2016-07-25	28	846
3953	2016-08-01	29	875
3953	2016-08-08	29	904
3961	2016-07-18	5	95
3961	2016-07-23	0	95
3961	2016-07-25	5	100
3961	2016-08-01	5	105
3963	2016-07-18	10	266
3963	2016-07-25	10	276
3963	2016-08-01	15	291
3963	2016-08-08	15	306
3970	2016-07-18	74	2139
3970	2016-07-23	5	2144
3970	2016-07-25	59	2203
3970	2016-07-31	10	2213
3970	2016-08-01	53	2266
3970	2016-08-03	5	2271
3970	2016-08-08	45	2316
3970	2016-08-09	5	2321
3970	2016-08-14	2	2323
3978	2016-07-19	13	44
3978	2016-07-25	5	49
3978	2016-08-01	0	49
3978	2016-08-02	5	54
3978	2016-08-08	5	59
3978	2016-08-09	5	64
3978	2016-08-10	0	64
3983	2016-07-18	70	2199
3983	2016-07-20	4	2203
3983	2016-07-25	55	2258
3983	2016-07-26	5	2263
3983	2016-08-01	105	2368
3983	2016-08-08	85	2453
3993	2016-07-18	0	93
3993	2016-07-25	0	93
3993	2016-08-01	5	98
3994	2016-07-14	5	3016
3994	2016-07-16	5	3021
3994	2016-07-18	95	3116
3994	2016-07-25	110	3226
3994	2016-07-27	5	3231
3994	2016-07-30	5	3236
3994	2016-07-31	5	3241
3994	2016-08-01	95	3336
3994	2016-08-05	5	3341
3994	2016-08-08	70	3411
3996	2016-07-17	0	732
3996	2016-07-18	0	732
3996	2016-07-19	0	732
3996	2016-07-21	4	736
3996	2016-07-23	0	736
3996	2016-07-25	5	741
3996	2016-07-29	1	742
3996	2016-08-01	0	742
3996	2016-08-05	0	742
3996	2016-08-08	0	742
4060	2016-07-18	5	164
4060	2016-07-25	5	169
4060	2016-08-01	5	174
4060	2016-08-08	15	189
4063	2016-07-18	5	210
4063	2016-08-01	5	215
4076	2016-07-15	5	713
4076	2016-07-18	13	726
4076	2016-07-21	5	731
4076	2016-07-24	23	754
4076	2016-07-25	29	783
4076	2016-07-26	0	783
4076	2016-07-28	5	788
4076	2016-07-31	1	789
4076	2016-08-01	70	859
4076	2016-08-02	10	869
4076	2016-08-03	5	874
4076	2016-08-04	4	878
4076	2016-08-05	0	878
4076	2016-08-06	5	883
4076	2016-08-08	41	924
4076	2016-08-09	0	924
4076	2016-08-12	13	937
4076	2016-08-14	0	937
4082	2016-07-18	5	35
4082	2016-07-24	3	38
4082	2016-07-25	15	53
4082	2016-08-01	10	63
4082	2016-08-08	5	68
4086	2016-07-17	5	121
4086	2016-07-22	5	126
4086	2016-07-25	5	131
4086	2016-07-26	0	131
4086	2016-07-31	0	131
4086	2016-08-01	5	136
4086	2016-08-02	0	136
4086	2016-08-03	15	151
4086	2016-08-06	10	161
4086	2016-08-08	10	171
4086	2016-08-09	5	176
4094	2016-07-18	10	120
4094	2016-07-25	5	125
4102	2016-07-18	5	591
4102	2016-07-25	25	616
4102	2016-07-29	0	616
4102	2016-08-01	10	626
4102	2016-08-08	20	646
4119	2016-07-18	0	10
4119	2016-07-25	0	10
4119	2016-08-01	0	10
4119	2016-08-08	0	10
4136	2016-07-18	0	351
4136	2016-07-25	5	356
4136	2016-08-01	5	361
4136	2016-08-09	5	366
4143	2016-07-18	0	208
4143	2016-07-25	13	221
4143	2016-08-01	15	236
4143	2016-08-14	0	236
4183	2016-07-28	0	73
4187	2016-07-18	18	463
4187	2016-07-20	5	468
4187	2016-07-23	5	473
4187	2016-07-25	35	508
4187	2016-08-01	30	538
4187	2016-08-08	25	563
4201	2016-07-18	0	73
4201	2016-07-25	0	73
4201	2016-08-01	0	73
4201	2016-08-07	0	73
4201	2016-08-08	0	73
4205	2016-07-15	5	5
4205	2016-07-18	5	10
4205	2016-07-25	5	15
4205	2016-08-01	5	20
4205	2016-08-08	0	20
4214	2016-07-18	15	490
4214	2016-07-25	15	505
4214	2016-08-01	20	525
4214	2016-08-08	10	535
4236	2016-07-16	5	99
4236	2016-08-01	5	104
4236	2016-08-14	5	109
4254	2016-07-14	0	583
4254	2016-07-18	0	583
4254	2016-07-25	15	598
4254	2016-08-01	5	603
4268	2016-07-16	5	115
4268	2016-07-18	0	115
4268	2016-07-20	5	120
4268	2016-07-25	0	120
4268	2016-08-01	0	120
4268	2016-08-08	0	120
4268	2016-08-12	0	120
4311	2016-07-14	0	35
4311	2016-07-27	0	35
4343	2016-07-14	5	183
4343	2016-07-16	5	188
4343	2016-07-22	10	198
4343	2016-07-25	5	203
4343	2016-08-01	40	243
4343	2016-08-04	0	243
4343	2016-08-05	5	248
4343	2016-08-08	5	253
4343	2016-08-13	5	258
4373	2016-07-18	15	205
4373	2016-07-25	25	230
4373	2016-08-01	10	240
4373	2016-08-08	10	250
4385	2016-08-11	0	0
4385	2016-08-13	0	0
4407	2016-07-14	0	1829
4407	2016-07-15	5	1834
4407	2016-07-16	6	1840
4407	2016-07-18	112	1952
4407	2016-07-19	5	1957
4407	2016-07-24	5	1962
4407	2016-07-25	100	2062
4407	2016-07-27	5	2067
4407	2016-07-29	0	2067
4407	2016-08-01	84	2151
4407	2016-08-08	80	2231
4412	2016-08-06	5	236
4422	2016-07-18	20	767
4422	2016-07-19	10	777
4422	2016-07-20	0	777
4422	2016-07-21	0	777
4422	2016-07-25	45	822
4422	2016-07-27	10	832
4422	2016-08-01	20	852
4422	2016-08-02	10	862
4422	2016-08-08	20	882
4422	2016-08-13	5	887
4424	2016-07-16	0	105
4424	2016-07-25	4	109
4424	2016-07-27	0	109
4424	2016-07-31	0	109
4424	2016-08-04	5	114
4424	2016-08-08	5	119
4457	2016-08-08	5	528
4468	2016-08-01	0	159
4468	2016-08-07	5	164
4468	2016-08-08	5	169
4470	2016-07-17	1	926
4470	2016-07-18	15	941
4470	2016-07-21	0	941
4470	2016-07-22	4	945
4470	2016-07-23	0	945
4470	2016-07-24	5	950
4470	2016-07-25	25	975
4470	2016-08-01	10	985
4470	2016-08-06	5	990
4470	2016-08-08	15	1005
4470	2016-08-11	0	1005
4471	2016-07-29	0	30
4475	2016-07-24	5	64
4475	2016-08-01	0	64
4481	2016-07-18	20	106
4481	2016-07-23	5	111
4481	2016-07-28	5	116
4481	2016-08-01	5	121
4481	2016-08-06	5	126
4481	2016-08-09	5	131
4481	2016-08-11	5	136
4481	2016-08-12	11	147
4486	2016-08-10	160	1090
4498	2016-07-18	10	338
4498	2016-07-25	5	343
4498	2016-08-01	10	353
4498	2016-08-08	15	368
4504	2016-07-18	5	68
4504	2016-07-20	5	73
4504	2016-08-01	5	78
4504	2016-08-08	5	83
4505	2016-07-18	10	239
4505	2016-07-25	5	244
4505	2016-07-30	5	249
4505	2016-08-01	10	259
4505	2016-08-08	15	274
4517	2016-08-10	59	217
4524	2016-08-10	5	5
4525	2016-07-19	0	258
4525	2016-07-26	0	258
4525	2016-08-01	15	273
4525	2016-08-06	4	277
4525	2016-08-08	15	292
4528	2016-07-17	5	385
4528	2016-07-18	10	395
4528	2016-07-25	10	405
4528	2016-08-01	13	418
4528	2016-08-08	7	425
4528	2016-08-11	0	425
4529	2016-07-18	10	255
4529	2016-07-24	5	260
4529	2016-07-25	5	265
4529	2016-08-01	10	275
4529	2016-08-08	0	275
4538	2016-07-18	10	150
4538	2016-07-25	15	165
4538	2016-08-01	10	175
4538	2016-08-08	10	185
4542	2016-07-26	5	153
4545	2016-07-18	5	1632
4545	2016-07-25	10	1642
4545	2016-08-01	5	1647
4545	2016-08-08	10	1657
4546	2016-07-18	10	688
4549	2016-07-18	5	35
4549	2016-07-25	5	40
4549	2016-08-01	5	45
4549	2016-08-08	5	50
4551	2016-07-18	5	185
4551	2016-07-25	5	190
4551	2016-08-01	10	200
4551	2016-08-04	5	205
4551	2016-08-08	10	215
4552	2016-08-11	1	11
4553	2016-07-18	7	85
4553	2016-07-25	18	103
4553	2016-07-28	1	104
4553	2016-07-29	15	119
4553	2016-07-30	11	130
4553	2016-07-31	9	139
4553	2016-08-01	29	168
4553	2016-08-08	38	206
4556	2016-07-25	5	80
4576	2016-07-24	1	143
4587	2016-07-14	5	2105
4587	2016-07-18	91	2196
4587	2016-07-19	5	2201
4587	2016-07-23	10	2211
4587	2016-07-25	133	2344
4587	2016-07-30	0	2344
4587	2016-08-01	110	2454
4587	2016-08-02	0	2454
4587	2016-08-05	5	2459
4587	2016-08-06	5	2464
4587	2016-08-07	5	2469
4587	2016-08-08	98	2567
4587	2016-08-11	5	2572
4587	2016-08-14	0	2572
4592	2016-07-18	0	21
4592	2016-07-25	0	21
4592	2016-07-29	5	26
4594	2016-07-18	0	9
4602	2016-07-16	5	649
4602	2016-07-18	5	654
4602	2016-07-22	5	659
4602	2016-07-24	5	664
4602	2016-07-25	3	667
4602	2016-07-29	0	667
4602	2016-07-30	0	667
4602	2016-08-01	65	732
4602	2016-08-08	45	777
4611	2016-08-10	5	15
4613	2016-07-14	0	1306
4613	2016-07-18	20	1326
4613	2016-07-20	0	1326
4613	2016-07-23	4	1330
4613	2016-07-25	20	1350
4613	2016-07-27	15	1365
4613	2016-07-28	3	1368
4613	2016-07-29	5	1373
4613	2016-08-01	30	1403
4613	2016-08-08	20	1423
4616	2016-07-14	5	125
4616	2016-07-18	19	144
4616	2016-07-25	19	163
4616	2016-07-26	5	168
4616	2016-08-01	25	193
4616	2016-08-08	34	227
4617	2016-07-18	35	333
4617	2016-07-25	25	358
4617	2016-08-01	20	378
4617	2016-08-08	20	398
4623	2016-07-27	5	88
4623	2016-08-12	5	93
4624	2016-07-15	0	356
4624	2016-07-16	10	366
4624	2016-07-17	5	371
4624	2016-07-18	39	410
4624	2016-07-19	0	410
4624	2016-07-20	10	420
4624	2016-07-22	1	421
4624	2016-07-25	35	456
4624	2016-07-29	5	461
4624	2016-08-01	45	506
4624	2016-08-08	30	536
4624	2016-08-09	14	550
4624	2016-08-10	1	551
4624	2016-08-11	2	553
4624	2016-08-12	0	553
4624	2016-08-13	0	553
4625	2016-07-18	5	1163
4625	2016-07-25	10	1173
4625	2016-08-01	10	1183
4625	2016-08-08	5	1188
4636	2016-07-18	20	302
4636	2016-07-21	5	307
4636	2016-07-22	5	312
4636	2016-07-25	15	327
4636	2016-08-01	20	347
4636	2016-08-08	22	369
4636	2016-08-12	3	372
4636	2016-08-14	5	377
4647	2016-07-14	10	332
4647	2016-07-15	5	337
4647	2016-07-18	5	342
4647	2016-07-20	5	347
4647	2016-07-21	5	352
4647	2016-07-22	5	357
4647	2016-07-23	5	362
4647	2016-07-24	5	367
4647	2016-07-25	5	372
4647	2016-07-29	5	377
4647	2016-07-31	5	382
4647	2016-08-01	5	387
4647	2016-08-03	5	392
4647	2016-08-06	1	393
4647	2016-08-08	15	408
4647	2016-08-10	10	418
4647	2016-08-12	0	418
4647	2016-08-14	5	423
4651	2016-07-18	5	114
4651	2016-08-01	5	119
4651	2016-08-08	5	124
4653	2016-07-25	0	101
4653	2016-08-01	0	101
4654	2016-08-04	0	10
4657	2016-07-16	10	2665
4657	2016-07-17	5	2670
4657	2016-07-18	94	2764
4657	2016-07-23	5	2769
4657	2016-07-25	110	2879
4657	2016-08-01	95	2974
4657	2016-08-08	118	3092
4660	2016-07-18	0	25
4660	2016-07-25	0	25
4660	2016-08-01	0	25
4660	2016-08-08	0	25
4666	2016-07-18	10	220
4666	2016-07-25	10	230
4666	2016-08-01	10	240
4666	2016-08-08	5	245
4673	2016-07-18	20	482
4673	2016-07-25	15	497
4673	2016-08-01	15	512
4673	2016-08-08	20	532
4677	2016-08-03	0	5
4677	2016-08-04	5	10
4677	2016-08-08	5	15
4677	2016-08-09	5	20
4677	2016-08-10	5	25
4679	2016-07-22	2	296
4679	2016-07-24	5	301
4679	2016-07-25	33	334
4679	2016-07-29	0	334
4679	2016-08-01	18	352
4679	2016-08-07	0	352
4679	2016-08-08	19	371
4679	2016-08-12	0	371
4679	2016-08-14	5	376
4700	2016-07-18	44	1238
4700	2016-07-25	38	1276
4700	2016-08-01	50	1326
4700	2016-08-08	40	1366
4705	2016-07-21	0	0
4705	2016-07-22	5	5
4705	2016-07-28	5	10
4705	2016-07-30	5	15
4705	2016-08-01	5	20
4705	2016-08-03	1	21
4705	2016-08-08	0	21
4705	2016-08-10	5	26
4720	2016-07-15	0	39
4720	2016-07-18	10	49
4720	2016-07-25	9	58
4720	2016-08-01	10	68
4720	2016-08-08	6	74
4720	2016-08-12	0	74
4720	2016-08-14	5	79
4726	2016-07-18	64	1505
4726	2016-07-20	3	1508
4726	2016-07-25	121	1629
4726	2016-07-28	5	1634
4726	2016-07-29	10	1644
4726	2016-07-31	5	1649
4726	2016-08-01	120	1769
4726	2016-08-04	10	1779
4726	2016-08-05	5	1784
4726	2016-08-08	114	1898
4726	2016-08-10	5	1903
4727	2016-07-18	6	48
4727	2016-07-20	4	52
4727	2016-07-25	10	62
4727	2016-07-29	5	67
4727	2016-08-01	16	83
4727	2016-08-08	9	92
4734	2016-07-18	10	353
4734	2016-07-25	0	353
4734	2016-08-01	5	358
4734	2016-08-07	3	361
4734	2016-08-08	5	366
4747	2016-07-15	1	807
4747	2016-07-18	10	817
4747	2016-07-21	0	817
4747	2016-07-25	4	821
4748	2016-07-18	5	310
4748	2016-07-25	5	315
4748	2016-08-01	5	320
4748	2016-08-08	5	325
4752	2016-07-18	0	120
4752	2016-07-25	5	125
4752	2016-08-01	0	125
